DATE / RAOB	REPORT	MUMR	MUCAPE	500TEMP	7-5 LR	0-6SH	0-9SH	0-3SH	SHIP	MODELb	SRH
06041600.TOP	2.00	12.2	2191	-12.9	8.2	37.2	42.6	28.5	2.5	2.90	533
06050800.DDC	2.00	9.5	1674	-17.1	8.9	16.8	27.8	16.1	1.0	2.60	248
06051600.MFL	2.00	15.8	2473	-11.1	6.8	26.6	21.2	18.7	1.9	0.60	227
06052400.DDC	2.00	10.2	1607	-8.7	7.6	22.4	19.3	17.0	0.6	1.80	189
06061400.TFX	2.00	12.3	2827	-9.7	8.1	15.9	28.9	14.3	1.0	2.10	65
06062700.ILX	2.00	12.2	2025	-15.7	6.4	3.5	11.7	5.2	0.2	1.20	15
06090100.DDC	2.00	12.2	1972	-7.7	7.1	15.6	27.4	13.9	0.5	1.60	363
89052800.ELP	2.00	11.2	2569	-6.8	8.0	11.3	17.1	14.9	0.4	1.40	232
89071100.HON	2.00	15.7	3126	-7.0	6.9	14.6	18.6	12.3	0.8	1.20	151
89082100.LBF	2.00	14.8	3307	-9.1	7.1	28.0	44.7	8.0	2.1	3.00	83
89103000.OUN	2.00	12.5	2163	-14.7	6.6	18.0	18.1	13.1	1.1	1.60	195
90060900.PIT	2.00	16.7	4095	-9.5	6.7	18.1	13.6	18.8	1.9	1.00	236
90061400.PIA	2.00	18.1	3570	-7.0	7.0	16.5	23.4	9.5	1.2	0.60	134
90072600.TBW	2.00	18.4	4330	-6.3	5.7	3.5	8.5	6.3	0.2	0.60	7
90091400.STC	2.00	13.1	2123	-10.9	7.4	27.8	39.0	23.2	1.5	-999.00	564
98033100.FWD	2.00	13.3	2873	-14.3	7.2	29.6	57.5	17.6	2.7	2.90	93
98062500.APX	2.00	15.8	3453	-11.3	7.3	28.9	35.4	21.9	3.1	3.30	348
98063000.BUF	2.00	14.5	2615	-10.5	6.1	23.6	28.2	8.5	1.4	1.70	86
99050400.DRT	2.00	17.4	5609	-10.1	7.5	40.5	38.9	21.2	7.1	4.56	342
99053100.TOP	2.00	13.1	2215	-10.9	6.8	18.6	12.2	14.7	1.0	1.40	189
00033000.SHV	1.75	15.4	3548	-15.9	7.6	31.6	50.3	23.8	5.0	2.80	323
00051200.TOP	1.75	16.7	5329	-7.3	6.5	25.1	29.2	21.0	2.5	3.70	216
00051900.FWD	1.75	16.2	3610	-10.9	7.4	25.2	32.9	6.7	2.8	0.64	75
00052900.GSO	1.75	14.3	1988	-11.1	6.2	28.7	35.1	17.6	1.3	1.20	139
00060300.ABQ	1.75	9.4	1267	-8.7	8.2	10.3	17.5	7.6	0.2	1.40	70
00061100.AMA	1.75	14.0	3932	-7.9	7.8	14.8	19.1	9.4	1.2	2.10	128
00062200.DDC	1.75	14.3	3602	-8.7	7.0	15.4	23.4	16.2	1.2	2.90	157
00062400.DDC	1.75	14.8	3499	-7.3	7.7	23.2	30.2	12.0	1.6	2.70	237
00062400.LBF	1.75	14.8	4723	-9.7	8.6	17.4	29.6	9.8	2.4	2.00	126
00070600.GGW	1.75	11.7	2743	-14.1	8.5	29.6	40.4	13.0	2.7	1.90	165
00071300.ABR	1.75	13.6	2305	-8.7	6.7	29.3	44.3	21.7	1.3	2.00	278
00071500.IAD	1.75	13.9	2186	-12.3	6.8	17.8	17.7	9.3	1.1	2.00	118
00071800.AMA	1.75	14.4	3660	-4.7	6.9	9.1	7.7	5.9	0.4	1.50	79
00072100.FFC	1.75	14.3	2149	-6.9	6.4	9.2	10.4	9.1	0.3	0.60	63
00072200.LBF	1.75	12.8	3031	-11.5	7.6	27.5	23.7	14.5	2.2	2.60	247
00072500.ABR	1.75	15.6	4195	-12.3	8.9	15.3	19.8	10.9	2.6	3.10	113
00072600.MFL	1.75	18.3	4079	-8.5	6.6	5.2	5.6	2.4	0.5	0.60	18
00072600.MPX	1.75	15.3	3240	-13.1	7.6	21.4	12.4	10.1	2.5	3.00	139
00072700.LBF	1.75	18.1	5178	-8.9	8.7	17.5	26.1	12.2	3.0	2.20	351
00072900.GSO	1.75	14.3	2081	-9.7	6.2	6.2	16.1	6.5	0.3	0.60	43
00073100.JAX	1.75	17.6	3581	-8.9	6.0	6.6	5.5	4.7	0.5	0.60	27
00080200.GGW	1.75	10.8	2057	-8.9	8.0	24.6	35.3	15.0	0.9	1.80	148
00080800.OAX	1.75	16.3	4679	-8.1	7.8	16.4	25.1	10.8	1.9	3.00	185
00090400.LBF	1.75	11.2	2441	-9.5	7.8	21.4	24.1	18.5	1.0	1.50	309
01061800.TBW	1.75	15.9	3469	-9.7	5.9	4.6	6.6	1.5	0.3	0.80	23
01062000.DTX	1.75	14.9	3813	-12.5	6.9	8.4	17.6	15.0	1.0	2.80	-45
02041600.PIT	1.75	11.5	1856	-14.9	7.3	17.9	18.1	15.8	1.0	1.60	245
02041800.FWD	1.75	15.9	3343	-9.9	6.4	12.4	34.6	5.6	1.0	-999.00	61
02050400.CHS	1.75	15.9	3255	-10.7	6.6	21.1	29.5	16.6	1.8	0.90	19
02052800.LBF	1.75	11.3	3387	-15.1	9.0	18.8	30.1	11.6	2.3	1.90	184
02052800.MAF	1.75	12.7	3115	-11.1	8.0	20.6	24.7	16.4	1.7	2.10	103
02052900.TOP	1.75	12.8	2661	-13.7	6.8	4.2	10.7	7.3	0.3	1.30	48
02060402.CHS	1.75	13.7	2637	-10.1	7.6	9.7	10.8	11.7	0.6	0.80	33
02060700.MPX	1.75	9.2	1952	-15.1	7.7	22.8	25.3	16.2	1.1	1.50	758
02061200.TOP	1.75	19.6	5029	-8.9	7.6	21.1	24.7	15.6	3.3	0.70	224
02062600.DTX	1.75	14.5	3079	-8.9	6.1	1.9	7.2	1.4	0.1	0.70	-1
02070200.AMA	1.75	12.2	2393	-6.5	7.3	18.4	11.3	20.8	0.6	1.60	353
02072518.TBW	1.75	18.9	4523	-8.5	6.7	7.8	6.3	2.0	0.9	0.60	7
02072800.DDC	1.75	12.9	2480	-5.3	7.4	10.6	11.1	10.7	0.3	1.40	155
02082300.LBF	1.75	17.8	6193	-10.1	8.0	12.9	28.1	3.8	2.7	3.10	10
03031500.BMX	1.75	10.9	1555	-19.1	7.4	8.5	21.2	12.3	0.5	1.30	94
03032600.LZK	1.75	11.3	2073	-18.5	6.7	14.3	15.4	9.5	1.0	2.20	67
03032600.SHV	1.75	11.3	1723	-18.3	8.5	17.7	18.0	8.0	1.3	1.40	108
03042900.AMA	1.75	9.6	2549	-14.5	8.3	25.3	33.7	16.5	1.8	1.60	237
03042900.MAF	1.75	9.8	2325	-13.5	8.4	23.4	21.0	15.5	1.4	1.40	165
03043000.BNA	1.75	12.4	3359	-15.3	7.2	4.3	5.5	4.1	0.5	1.30	30
03050200.FFC	1.75	13.7	3289	-13.5	6.5	9.8	9.5	7.5	0.9	0.90	55
03050700.BMX	1.75	17.4	4489	-10.5	7.0	26.5	28.4	12.2	3.6	2.10	101
03051312.FWD	1.75	12.6	1814	-10.3	7.3	17.7	24.7	16.8	0.7	1.20	205
03060400.LCH	1.75	19.7	4988	-6.7	5.8	13.3	17.2	7.3	1.2	0.60	44
03061100.OUN	1.75	14.5	3045	-9.3	7.2	17.8	13.1	12.1	1.3	2.00	135
03061300.LBF	1.75	12.0	2759	-11.3	7.2	15.4	16.3	13.0	1.0	2.60	179
03061500.FWD	1.75	14.3	2433	-11.3	6.9	12.1	2.8	5.3	0.8	1.70	32
03061500.LBF	1.75	10.7	1717	-11.3	6.3	10.6	12.0	6.6	0.3	1.70	51
03061700.FFC	1.75	16.3	2826	-8.5	6.2	7.0	13.0	5.5	0.4	0.60	32
03061700.RAP	1.75	10.1	1501	-11.1	7.1	5.7	17.5	2.9	0.2	1.90	92
03062100.MAF	1.75	10.7	1489	-7.7	7.0	14.5	29.4	6.5	0.3	1.90	74
03062500.MAF	1.75	16.5	4621	-6.7	7.7	8.7	16.8	11.9	0.8	2.10	45
03090500.DRA	1.75	11.3	1966	-8.3	8.1	3.7	9.2	5.0	0.1	1.20	33
03091000.MAF	1.75	12.9	3038	-7.3	7.4	8.3	12.7	8.6	0.4	2.10	79
03091100.DDC	1.75	14.8	3112	-7.5	6.9	22.3	30.8	15.7	1.3	2.20	259
03092100.DDC	1.75	10.2	1784	-10.9	7.3	20.1	23.8	21.8	0.7	2.00	257
04022512.LIX	1.75	10.3	837	-17.7	6.7	31.9	48.7	25.2	0.8	2.40	340
04030100.TOP	1.75	6.3	487	-28.7	8.7	32.0	35.0	20.1	0.6	1.60	171
04032100.FFC	1.75	7.9	942	-17.3	7.5	12.0	13.4	11.3	0.3	1.10	154
04032100.MAF	1.75	10.0	2053	-12.9	7.9	9.6	21.3	5.5	0.5	1.50	39
04040700.FWD	1.75	10.4	835	-16.3	6.7	28.3	27.2	11.8	0.6	1.00	87
04042900.DRT	1.75	12.4	1834	-12.9	6.4	20.0	31.6	16.1	0.9	1.30	217
04051000.LBF	1.75	11.6	4026	-13.9	9.0	13.9	17.5	3.0	1.9	1.60	38
04051600.EPZ	1.75	10.4	2888	-11.5	8.7	12.2	7.0	4.1	0.9	1.60	93
04071200.TOP	1.75	17.7	3709	-7.3	6.8	13.6	9.1	11.9	1.1	0.60	204
04081900.ILX	1.75	15.1	3685	-9.1	5.9	19.9	28.2	19.7	1.4	1.30	371
04082600.BIS	1.75	12.5	3083	-13.1	7.1	16.6	18.9	13.9	1.4	2.40	101
04092300.AMA	1.75	12.8	1887	-10.1	6.7	23.5	21.8	19.6	0.9	1.30	374
04092500.AMA	1.75	11.2	2465	-11.9	6.9	15.1	24.9	12.0	0.8	2.00	38
05030400.AMA	1.75	4.3	697	-23.3	8.7	22.7	36.0	13.1	0.3	1.30	142
05031500.TLH	1.75	12.4	1338	-14.1	7.1	28.4	53.2	12.7	1.1	1.10	41
05082400.RAP	1.75	11.3	2040	-11.3	8.6	11.6	19.1	13.6	0.6	-999.00	116
05082700.AMA	1.75	13.6	2765	-5.5	7.4	11.5	11.5	10.0	0.4	2.00	31
06040400.CHS	1.75	11.6	2165	-16.9	8.1	31.6	39.3	26.6	2.6	2.60	207
06040900.JAX	1.75	13.6	2254	-13.7	6.6	20.4	22.0	19.5	1.3	2.10	178
06041300.LZK	1.75	11.0	1294	-13.5	7.2	12.6	20.8	6.0	0.4	-999.00	34
06041600.IAD	1.75	10.2	2181	-16.7	7.0	27.7	43.3	16.6	1.7	1.80	48
06041600.WAL	1.75	10.9	2234	-16.5	7.2	17.7	48.2	17.2	1.2	2.30	81
06041900.BMX	1.75	12.0	1805	-11.1	6.3	14.2	22.0	5.4	0.5	0.70	62
06042300.DTX	1.75	6.7	609	-24.1	7.4	17.7	27.4	14.0	0.3	1.80	50
06050400.SHV	1.75	15.0	3310	-12.1	6.7	8.0	14.3	5.8	0.8	0.60	85
06050600.LCH	1.75	14.9	2655	-10.3	5.8	23.1	25.2	15.8	1.3	0.60	64
06050900.DDC	1.75	9.6	1630	-13.3	7.9	27.2	27.8	15.1	1.1	2.00	179
06050912.SGF	1.75	12.9	2144	-12.9	6.7	20.3	18.4	10.1	1.2	1.80	144
06051100.LCH	1.75	18.5	4564	-12.3	8.9	22.9	22.0	12.2	5.1	1.70	38
06051412.SHV	1.75	12.4	2270	-14.9	7.8	16.8	26.2	15.5	1.3	2.80	84
06051800.ILX	1.75	8.0	713	-17.5	6.9	28.8	29.6	16.9	0.5	2.10	226
06052300.SGF	1.75	14.4	3032	-11.9	7.1	9.0	15.5	8.3	0.8	1.60	91
06052500.TLH	1.75	14.8	2619	-10.5	6.4	7.3	7.5	9.2	0.5	0.60	56
06052700.GSO	1.75	12.7	2136	-9.9	5.8	17.4	21.2	17.1	0.6	1.50	217
06061800.FWD	1.75	14.3	2286	-10.9	8.2	13.9	24.6	11.6	1.0	2.30	134
06062100.CHS	1.75	17.0	4007	-10.1	6.4	12.9	19.3	7.1	1.3	0.70	66
06062400.BIS	1.75	8.3	942	-15.3	7.0	22.7	27.2	16.7	0.5	1.60	167
06062400.LBF	1.75	10.7	1400	-12.1	7.4	26.6	25.0	13.6	0.8	2.10	272
06062900.DDC	1.75	7.7	919	-10.1	7.7	17.9	17.9	1.9	0.2	0.80	16
06070100.BNA	1.75	13.5	2750	-11.5	6.7	10.8	7.8	11.5	0.7	1.50	41
06071200.DDC	1.75	11.8	1068	-8.7	8.0	15.4	21.8	11.8	0.3	1.00	12
06071300.DDC	1.75	12.8	1575	-5.9	6.9	12.7	13.7	7.4	0.2	0.80	99
06071900.JAN	1.75	15.2	2280	-6.9	6.5	11.1	11.1	9.0	0.4	0.60	88
06072200.LZK	1.75	14.1	2480	-8.1	7.3	6.9	5.8	7.7	0.3	0.60	67
06072600.TUS	1.75	11.2	1725	-5.7	7.4	15.0	18.3	8.5	0.3	0.90	36
06080700.TOP	1.75	12.5	1693	-6.7	7.0	7.6	6.8	3.2	0.2	0.60	35
06080900.TUS	1.75	11.9	1640	-4.7	6.6	5.1	8.2	6.6	0.1	0.60	25
06082100.ABR	1.75	12.5	1851	-9.9	6.8	21.9	39.5	15.5	0.8	2.10	257
06082300.RAP	1.75	8.3	1757	-9.5	9.1	21.3	28.7	12.7	0.6	0.80	108
06091100.AMA	1.75	12.5	1812	-8.9	7.1	14.9	33.3	13.7	0.5	2.10	51
06091400.EPZ	1.75	11.7	1589	-10.3	7.6	17.4	23.7	13.1	0.6	2.00	167
06091600.DDC	1.75	14.4	2738	-6.9	6.6	29.7	39.0	21.6	1.3	2.20	378
06100400.MPX	1.75	13.7	3011	-12.1	7.4	34.0	30.2	23.9	3.0	2.90	514
89060100.TOP	1.75	15.8	2810	-10.9	7.9	10.6	26.9	7.9	1.0	-999.00	90
89060600.GSO	1.75	14.8	2078	-9.1	5.9	8.1	6.7	10.0	0.3	0.60	93
89060600.JAN	1.75	16.3	3336	-11.3	6.7	20.8	25.3	10.4	2.0	0.80	103
89061400.GGG	1.75	17.2	3674	-11.0	6.9	15.4	23.3	4.3	1.7	-999.00	61
89061900.BNA	1.75	13.9	1755	-10.2	6.3	9.7	7.8	6.8	0.4	0.60	86
89062200.AHN	1.75	15.5	1517	-7.6	5.8	12.6	15.8	14.9	0.3	0.60	112
89062600.IAD	1.75	16.2	3138	-8.6	6.1	14.3	23.0	12.1	0.9	0.70	108
89062700.PIA	1.75	15.7	2460	-7.9	6.6	13.2	12.4	5.3	0.6	0.70	87
89062800.BUF	1.75	15.2	2385	-8.2	5.3	20.1	22.3	9.8	0.7	0.60	82
89070800.PIT	1.75	15.4	2732	-9.1	6.8	17.5	15.7	12.8	1.1	1.50	81
89071300.DDC	1.75	15.1	3239	-4.9	6.9	5.1	7.2	7.9	0.2	1.20	81
89071300.OUN	1.75	19.0	4127	-5.4	6.9	13.8	19.1	13.0	1.0	-999.00	196
89071500.LBF	1.75	14.3	2675	-6.9	6.1	6.1	8.4	5.5	0.2	0.60	27
89072900.HON	1.75	14.0	2092	-5.9	6.0	12.0	17.9	6.4	0.3	0.80	105
89073000.JAN	1.75	18.0	3940	-7.7	6.7	1.9	3.1	2.1	0.2	0.60	9
89080600.UMN	1.75	19.0	5563	-6.9	7.0	11.7	11.3	8.8	1.4	0.80	99
89081300.TBW	1.75	16.4	2617	-8.6	6.0	18.1	18.2	10.1	1.0	0.60	65
89082500.RAP	1.75	10.6	1899	-7.1	7.6	7.7	7.6	2.7	0.2	1.00	55
89082700.OMA	1.75	17.8	3452	-6.6	6.1	19.5	33.1	15.2	1.1	0.60	142
89082800.UMN	1.75	17.3	3603	-6.1	6.5	7.8	5.6	2.6	0.5	0.60	28
89082900.TOP	1.75	19.8	4842	-6.3	6.6	15.4	21.1	13.2	1.5	0.60	156
89083000.OUN	1.75	17.3	3864	-5.6	6.0	13.1	24.2	11.8	0.7	0.60	112
89083100.DDC	1.75	16.5	2956	-5.7	6.6	13.6	22.5	13.3	0.6	0.80	346
89090200.1M1	1.75	18.3	3818	-4.8	6.1	16.2	14.1	8.2	0.8	0.60	64
89090800.DEN	1.75	10.1	1350	-6.8	8.3	24.1	24.0	15.4	0.4	2.00	366
90022800.MAF	1.75	9.7	607	-16.2	6.6	16.4	23.8	5.1	0.2	1.20	55
90031000.AMA	1.75	11.1	2468	-16.0	8.6	13.1	18.2	9.9	1.2	1.90	106
90031300.OUN	1.75	12.7	3211	-13.6	7.8	24.2	18.1	19.4	2.5	2.80	286
90040200.BRO	1.75	16.2	3494	-9.3	7.1	25.7	37.2	15.2	2.3	0.90	65
90042200.OUN	1.75	11.1	2748	-13.3	6.6	12.2	14.9	7.3	0.8	2.00	48
90042600.DRT	1.75	14.6	3699	-13.8	8.1	25.7	33.2	11.1	3.7	4.30	101
90042900.AYS	1.75	13.0	2333	-12.2	6.2	30.6	23.2	19.1	1.7	2.30	243
90050600.OUN	1.75	7.6	836	-20.1	7.2	18.3	48.8	5.8	0.4	1.40	30
90051200.SEP	1.75	13.6	2282	-9.2	6.9	34.8	47.4	14.5	1.6	-999.00	134
90051600.IAD	1.75	13.4	2004	-14.0	7.0	16.7	27.7	12.7	1.0	-999.00	102
90051900.SEP	1.75	17.0	3246	-9.1	6.6	20.9	27.2	15.6	1.6	0.60	387
90052100.HAT	1.75	15.8	2891	-9.7	5.6	13.8	19.5	12.4	0.8	0.60	182
90052100.UMN	1.75	14.8	3661	-13.1	7.6	15.4	23.7	15.3	2.0	3.40	181
90052300.HON	1.75	10.9	1984	-14.0	7.2	22.3	33.6	15.0	1.1	2.40	107
90052800.SIL	1.75	18.0	3916	-10.0	6.8	19.3	10.6	10.4	2.2	0.80	48
90061000.IAD	1.75	14.9	2818	-9.2	6.5	16.4	19.3	18.0	1.0	0.60	175
90061000.OUN	1.75	15.1	3242	-8.5	7.8	10.1	1.3	10.9	0.8	2.50	21
90061100.CHS	1.75	17.7	4050	-8.1	6.6	8.1	19.1	6.4	0.7	0.60	102
90061300.STC	1.75	16.2	2789	-10.4	7.2	36.6	42.0	14.2	2.9	0.70	139
90061800.PIA	1.75	19.5	4567	-8.1	7.4	17.0	25.7	14.1	2.2	1.00	94
90070500.LCH	1.75	17.6	3315	-8.5	6.6	15.3	2.5	11.6	1.2	0.60	58
90070900.GRB	1.75	16.9	2962	-6.5	6.5	18.2	22.7	12.1	0.9	0.60	82
90071100.CKL	1.75	15.4	2544	-8.1	6.4	5.1	4.6	2.1	0.3	0.60	9
90071300.CRP	1.75	13.3	1658	-6.5	6.5	12.8	9.3	14.6	0.3	0.60	121
90071400.ABQ	1.75	10.4	1588	-9.4	8.7	18.9	32.6	4.4	0.6	1.20	70
90071700.FNT	1.75	11.9	1393	-12.5	6.5	15.5	25.3	13.2	0.5	0.60	176
90071800.LBF	1.75	12.3	3138	-7.7	8.2	17.7	16.6	10.0	1.0	1.60	115
90072100.ABQ	1.75	10.9	1327	-5.9	8.3	7.9	14.5	9.8	0.1	1.30	145
90072600.OUN	1.75	16.6	3546	-6.8	6.2	10.8	14.7	11.1	0.6	0.70	206
90072700.AMA	1.75	14.3	3104	-5.8	7.3	7.7	7.9	11.1	0.3	2.20	117
90073100.GGG	1.75	16.1	3254	-7.5	6.4	7.9	5.4	1.2	0.5	0.60	3
90080200.LCH	1.75	18.4	3223	-7.3	6.4	6.5	2.0	3.1	0.4	0.60	14
90081000.AHN	1.75	14.9	2234	-9.4	6.2	13.3	26.7	6.4	0.6	0.80	33
90081500.DDC	1.75	15.1	3012	-6.6	5.6	9.0	15.8	9.9	0.4	0.60	59
90082100.AMA	1.75	14.6	2833	-5.7	6.6	11.7	11.3	10.6	0.4	1.20	75
90082400.OVN	1.75	18.7	5016	-7.4	6.8	7.4	14.7	9.4	0.8	0.70	100
90082600.BIS	1.75	13.7	3187	-13.2	8.6	22.2	23.1	13.2	2.6	2.50	190
90082600.HON	1.75	17.9	5529	-11.5	9.1	14.7	28.6	9.9	3.6	-999.00	156
90090200.MAF	1.75	14.9	3597	-6.2	6.8	17.2	18.3	7.5	0.9	2.50	58
90091100.AHN	1.75	15.1	2857	-8.6	5.9	7.9	7.6	6.3	0.4	0.60	80
91032700.DAY	1.75	10.7	1310	-13.1	6.4	30.2	30.6	24.3	0.8	1.80	531
91051300.BIS	1.75	13.8	1867	-11.5	6.8	26.9	19.8	15.8	1.3	0.70	-79
91051300.HON	1.75	14.7	3615	-9.5	7.2	14.2	22.7	13.0	1.2	2.80	97
91051700.GGG	1.75	18.4	5081	-10.4	7.5	7.9	11.2	10.5	1.4	0.90	157
91053100.AHN	1.75	16.3	3505	-6.9	5.9	3.9	4.1	3.2	0.2	0.60	15
91060600.JAN	1.75	16.3	3344	-9.1	6.8	9.5	9.6	3.1	0.8	0.60	12
91060600.RAP	1.75	13.1	2001	-11.5	7.1	13.2	19.7	11.9	0.7	1.40	170
92051500.1M1	1.75	13.3	2877	-11.3	6.4	11.4	16.3	7.9	0.7	1.50	54
94062600.PBI	1.75	17.7	4199	-9.1	6.6	4.9	6.6	5.2	0.5	1.80	10
94070100.1M1	1.75	18.6	4820	-8.1	6.1	20.0	18.5	12.6	2.1	1.00	342
94071700.1M1	1.75	17.7	3339	-6.4	5.8	12.5	11.3	19.1	0.7	0.60	164
94071700.HAT	1.75	16.5	2973	-6.0	5.7	5.9	3.1	4.4	0.2	0.60	33
97100900.OUN	1.75	16.5	3628	-7.5	6.0	20.0	29.9	16.6	1.3	0.80	205
98062500.FFC	1.75	15.8	3224	-8.9	7.3	4.2	9.9	5.6	0.3	0.60	54
00051800.GSO	1.50	11.9	1767	-13.7	6.5	16.4	31.1	7.6	0.7	1.60	124
00090200.SLC	1.50	9.1	1641	-14.7	8.4	16.1	24.8	20.1	0.7	1.70	101
01062600.GSO	1.50	11.9	929	-11.7	6.0	17.8	25.6	10.4	0.3	0.60	106
01062600.RNK	1.50	11.1	1653	-11.9	5.7	13.7	30.3	8.3	0.4	2.10	88
02042200.ILN	1.50	10.3	623	-13.3	6.8	36.0	43.5	31.2	0.5	2.10	525
02072500.LCH	1.50	20.2	5453	-7.3	5.9	8.5	11.3	5.5	1.0	0.60	66
03031700.MHX	1.50	12.1	1241	-13.1	5.4	19.1	32.8	11.5	0.5	0.70	37
03091800.INL	1.50	13.7	1863	-13.5	7.5	24.7	29.2	15.3	1.5	-999.00	384
06042117.JAN	1.50	13.4	1486	-12.9	6.5	17.4	11.7	6.4	0.7	0.60	58
06052200.LBF	1.50	8.2	1420	-11.1	7.7	15.2	22.6	14.8	0.4	1.30	199
06053000.SGF	1.50	15.0	2988	-9.3	6.5	2.7	12.8	4.0	0.2	0.60	27
06071100.DNR	1.50	10.1	1192	-7.9	7.6	16.2	27.0	12.2	0.3	1.70	79
89060200.AHN	1.50	13.2	1996	-7.3	6.1	2.6	1.6	3.2	0.1	-999.00	18
90040200.GSO	1.50	8.7	984	-17.4	6.8	29.7	37.4	19.9	0.7	2.00	210
90041100.AHN	1.50	11.5	1096	-14.0	6.4	25.4	25.8	19.0	0.7	0.60	343
90071000.DEN	1.50	13.5	3504	-8.2	8.0	25.4	20.1	16.7	1.9	2.50	41
90082200.AHN	1.50	16.5	3275	-6.8	6.5	8.7	15.8	6.0	0.5	0.60	48
90082200.OUN	1.50	16.6	3350	-5.5	6.1	3.3	5.7	3.1	0.1	0.60	-7
94070100.GSO	1.50	13.8	2296	-10.3	5.4	8.1	14.3	6.6	0.3	0.60	40
00030400.BMX	1.25	11.4	1311	-14.9	5.7	42.9	54.3	21.1	1.3	1.40	205
00071100.DDC	1.25	16.4	4707	-4.1	6.8	4.6	8.7	6.0	0.2	2.60	136
00072000.LZK	1.25	16.4	3973	-6.7	6.8	12.6	12.7	8.3	0.9	1.10	102
02041200.TOP	1.25	9.8	1084	-16.5	7.1	9.4	27.2	16.2	0.3	1.60	99
03040500.ILN	1.25	10.4	1856	-15.7	6.5	20.8	25.6	17.7	1.0	2.20	233
03090300.NKX	1.25	10.8	940	-5.9	6.6	7.0	5.9	4.2	0.1	0.70	9
03090800.FGZ	1.25	8.3	663	-8.3	7.7	15.0	17.0	11.2	0.1	1.20	130
03090800.PHX	1.25	12.1	2268	-6.7	6.7	10.7	16.8	8.2	0.3	1.20	90
04032700.RAP	1.25	8.5	2052	-15.5	8.0	19.0	17.5	12.6	1.0	1.50	161
04100400.AMA	1.25	10.5	1672	-13.5	7.6	23.5	31.9	10.7	1.0	2.40	28
05030700.MAF	1.25	8.0	547	-16.7	6.9	34.3	40.4	16.9	0.4	1.90	177
05090600.LBF	1.25	13.0	2252	-9.1	8.1	14.1	27.2	6.3	0.7	2.90	28
05100123.LMN	1.25	15.9	2672	-9.9	7.0	21.4	26.0	14.1	1.5	-999.00	276
06051500.TLH	1.25	10.8	1279	-13.7	7.1	24.7	23.2	18.5	0.8	1.70	104
06052000.BOI	1.25	7.4	1070	-13.5	8.4	15.9	25.9	9.2	0.3	0.80	95
06052600.FFC	1.25	12.1	1711	-12.1	7.1	8.7	3.3	4.1	0.4	1.10	46
06060300.ILX	1.25	10.0	1218	-14.5	5.9	20.0	22.7	14.1	0.5	1.50	87
06060312.LBF	1.25	7.7	988	-11.9	9.0	19.5	17.8	10.8	0.4	1.00	699
06061200.DNR	1.25	6.0	942	-9.9	9.4	17.1	22.2	7.4	0.2	0.60	130
06070400.GRB	1.25	14.1	1881	-10.1	6.6	22.8	40.7	14.0	1.0	0.60	132
06072700.ILX	1.25	20.7	4385	-4.3	5.7	12.7	19.1	14.7	0.7	0.60	318
06072800.FGZ	1.25	13.5	3100	-5.3	8.1	22.7	18.3	14.1	1.0	2.70	193
90041400.OUN	1.25	10.8	1408	-18.2	7.9	23.5	33.0	17.5	1.2	2.00	146
94062500.GSO	1.25	15.9	2334	-5.4	5.6	9.9	5.2	12.9	0.3	0.60	103
00051400.TLH	1.00	15.9	3542	-9.9	6.9	4.2	4.2	5.4	0.4	1.00	-4
00053000.LBF	1.00	9.9	2258	-9.7	9.2	27.2	31.9	16.9	1.3	1.10	294
00060100.ILX	1.00	16.1	3208	-9.1	7.0	17.9	15.6	20.7	1.4	1.80	163
00060200.DVN	1.00	16.4	3451	-9.3	7.3	14.1	11.0	14.2	1.3	0.60	175
00060200.TOP	1.00	16.1	3517	-9.3	6.9	10.4	16.3	4.9	0.9	0.80	39
00062100.TBW	1.00	17.1	3180	-8.5	6.4	12.2	19.0	8.9	0.9	0.60	49
00062300.MHX	1.00	18.6	4167	-8.7	6.1	6.0	6.1	9.7	0.6	0.60	89
00062600.DDC	1.00	13.5	2618	-6.1	6.7	15.8	16.9	14.3	0.5	1.60	51
00062600.TOP	1.00	17.8	4052	-8.9	7.6	1.3	23.9	2.4	0.1	2.30	26
00063000.PIT	1.00	9.9	1086	-15.9	5.5	22.0	37.9	8.1	0.5	1.80	77
00070200.DDC	1.00	16.2	3566	-5.7	6.6	14.2	21.9	5.5	0.7	1.30	38
00070200.RAP	1.00	15.6	5621	-9.7	8.7	21.5	22.7	15.9	3.8	2.20	263
00070300.DDC	1.00	17.2	4558	-5.9	7.5	13.6	22.7	11.7	1.1	2.40	66
00070300.OAX	1.00	18.5	4633	-6.3	6.9	10.6	19.6	9.9	0.9	1.90	133
00070400.DDC	1.00	18.1	5142	-7.1	7.6	9.7	19.2	11.4	1.2	2.40	114
00070700.RAP	1.00	14.2	4065	-7.7	8.6	29.4	33.3	10.8	2.7	2.10	111
00071200.DDC	1.00	14.4	2941	-5.5	7.2	11.3	11.7	10.8	0.5	1.40	196
00071400.GRB	1.00	12.0	1743	-12.3	6.9	21.5	42.9	13.4	0.9	1.70	195
00071500.SHV	1.00	17.2	4004	-5.9	6.0	4.6	8.6	6.2	0.3	0.60	46
00071700.TOP	1.00	15.9	3927	-8.7	7.9	8.9	14.1	14.5	0.9	2.40	198
00071900.GYX	1.00	11.4	997	-13.3	6.0	27.0	36.1	18.8	0.6	1.00	107
